Florida.County,Year,Month,Day,Date,Time,Time.Zone,Event.Type,Deaths,Injuries,Property Damage ($),Crop Damage ($)
COASTAL HILLSBOROUGH (ZO...,2016,6,6,6/6/2016,0:00,EST-5,Tropical Storm,0,0,50000,0
COASTAL SARASOTA,2016,6,6,6/6/2016,0:00,EST-5,Tropical Storm,0,0,5000,0
SUMTER,2016,6,6,6/6/2016,0:00,EST-5,Tropical Storm,0,0,7000,0
COASTAL CITRUS,2016,6,6,6/6/2016,0:00,EST-5,Tropical Storm,0,0,7000,0
INLAND LEVY,2016,6,6,6/6/2016,0:00,EST-5,Tropical Storm,0,0,0,0
COASTAL PASCO,2016,6,6,6/6/2016,0:00,EST-5,Tropical Storm,0,0,20000,0
INLAND HILLSBOROUGH (ZON...,2016,6,6,6/6/2016,0:00,EST-5,Tropical Storm,0,0,0,0
COASTAL LEVY,2016,6,6,6/6/2016,0:00,EST-5,Tropical Storm,0,0,0,0
POLK,2016,6,6,6/6/2016,0:00,EST-5,Tropical Storm,0,0,0,0
COASTAL CHARLOTTE,2016,6,6,6/6/2016,0:00,EST-5,Tropical Storm,0,0,0,0
PINELLAS,2016,6,6,6/6/2016,0:00,EST-5,Tropical Storm,0,0,5000,0
INLAND CITRUS,2016,6,6,6/6/2016,0:00,EST-5,Tropical Storm,0,0,0,0
COASTAL MANATEE,2016,6,6,6/6/2016,0:00,EST-5,Tropical Storm,0,0,5000,0
LAKE,2016,6,6,6/6/2016,7:00,EST-5,Tropical Storm,0,0,0,0
VOLUSIA,2016,6,6,6/6/2016,12:00,EST-5,Tropical Storm,0,0,0,0
BREVARD,2016,6,6,6/6/2016,12:00,EST-5,Tropical Storm,0,0,0,0
MARION,2016,6,6,6/6/2016,12:50,EST-5,Tropical Storm,0,0,0,0
CLAY,2016,6,6,6/6/2016,14:10,EST-5,Tropical Storm,0,0,0,0
INLAND DUVAL,2016,6,6,6/6/2016,14:25,EST-5,Tropical Storm,0,0,0,0
COASTAL DUVAL,2016,6,6,6/6/2016,14:30,EST-5,Tropical Storm,0,0,0,0
INLAND NASSAU,2016,6,6,6/6/2016,14:30,EST-5,Tropical Storm,0,0,0,0
FLAGLER,2016,6,6,6/6/2016,15:00,EST-5,Tropical Storm,0,0,0,0
BRADFORD,2016,6,6,6/6/2016,16:00,EST-5,Tropical Storm,0,0,0,0
PUTNAM,2016,6,6,6/6/2016,16:00,EST-5,Tropical Storm,0,0,0,0
ALACHUA,2016,6,6,6/6/2016,17:00,EST-5,Tropical Storm,0,0,0,0
ST. JOHNS,2016,6,6,6/6/2016,21:23,EST-5,Tropical Storm,0,0,0,0
MARION,2016,9,1,9/1/2016,7:00,EST-5,Tropical Storm,0,0,0,0
COASTAL NASSAU,2016,9,1,9/1/2016,7:00,EST-5,Tropical Storm,0,0,0,0
PUTNAM,2016,9,1,9/1/2016,7:00,EST-5,Tropical Storm,0,0,0,0
ST. JOHNS,2016,9,1,9/1/2016,7:00,EST-5,Tropical Storm,0,0,0,0
CLAY,2016,9,1,9/1/2016,7:00,EST-5,Tropical Storm,0,0,0,0
INLAND DUVAL,2016,9,1,9/1/2016,7:00,EST-5,Tropical Storm,0,0,0,0
FLAGLER,2016,9,1,9/1/2016,7:00,EST-5,Tropical Storm,0,0,0,0
SUWANNEE,2016,9,1,9/1/2016,7:00,EST-5,Tropical Storm,0,0,0,0
HAMILTON,2016,9,1,9/1/2016,7:00,EST-5,Tropical Storm,0,0,0,0
GILCHRIST,2016,9,1,9/1/2016,7:00,EST-5,Tropical Storm,0,0,0,0
COLUMBIA,2016,9,1,9/1/2016,7:00,EST-5,Tropical Storm,0,0,0,0
COASTAL DUVAL,2016,9,1,9/1/2016,7:00,EST-5,Tropical Storm,0,0,0,0
BRADFORD,2016,9,1,9/1/2016,7:00,EST-5,Tropical Storm,0,0,0,0
BAKER,2016,9,1,9/1/2016,7:00,EST-5,Tropical Storm,0,0,0,0
PINELLAS,2016,9,1,9/1/2016,11:00,EST-5,Tropical Storm,0,0,1.00E+06,0
COASTAL SARASOTA,2016,9,1,9/1/2016,11:00,EST-5,Tropical Storm,0,0,5.00E+05,0
COASTAL MANATEE,2016,9,1,9/1/2016,11:00,EST-5,Tropical Storm,0,0,5.00E+05,0
COASTAL HILLSBOROUGH (ZO...,2016,9,1,9/1/2016,12:00,EST-5,Tropical Storm,0,0,8.00E+05,0
INLAND MANATEE,2016,9,1,9/1/2016,12:00,EST-5,Tropical Storm,0,0,0,0
INLAND HILLSBOROUGH (ZON...,2016,9,1,9/1/2016,12:00,EST-5,Tropical Storm,0,0,0,0
COASTAL PASCO,2016,9,1,9/1/2016,12:00,EST-5,Tropical Storm,0,0,0,0
COASTAL HERNANDO,2016,9,1,9/1/2016,12:30,EST-5,Tropical Storm,0,0,0,0
INLAND PASCO,2016,9,1,9/1/2016,12:30,EST-5,Tropical Storm,0,0,10000,0
INLAND HERNANDO,2016,9,1,9/1/2016,13:00,EST-5,Tropical Storm,0,0,0,0
COASTAL CITRUS,2016,9,1,9/1/2016,13:00,EST-5,Tropical Storm,0,0,0,0
COASTAL LEVY,2016,9,1,9/1/2016,13:00,EST-5,Tropical Storm,0,0,0,0
SUMTER,2016,9,1,9/1/2016,14:00,EST-5,Tropical Storm,0,0,4.00E+05,0
POLK,2016,9,1,9/1/2016,18:30,EST-5,Tropical Storm,0,0,10000,0
INLAND GULF,2016,9,1,9/1/2016,19:00,EST-5,Tropical Storm,0,0,0,0
COASTAL GULF,2016,9,1,9/1/2016,19:00,EST-5,Tropical Storm,0,0,0,0
COASTAL CHARLOTTE,2016,9,1,9/1/2016,19:00,EST-5,Tropical Storm,0,0,0,0
INLAND LEE,2016,9,1,9/1/2016,19:00,EST-5,Tropical Storm,0,0,0,0
COASTAL DIXIE,2016,9,1,9/1/2016,19:00,EST-5,Tropical Storm,0,0,1630000,0
INLAND DIXIE,2016,9,1,9/1/2016,19:00,EST-5,Tropical Storm,0,0,1630000,0
LIBERTY,2016,9,1,9/1/2016,19:00,EST-5,Tropical Storm,0,0,111000,0
GADSDEN,2016,9,1,9/1/2016,19:00,EST-5,Tropical Storm,0,0,0,0
MADISON,2016,9,1,9/1/2016,19:00,EST-5,Tropical Storm,0,0,723000,0
LAFAYETTE,2016,9,1,9/1/2016,19:00,EST-5,Tropical Storm,0,0,0,0
LEON,2016,9,1,9/1/2016,19:00,EST-5,Tropical Storm,0,0,3.00E+07,0
COASTAL LEE,2016,9,1,9/1/2016,19:00,EST-5,Tropical Storm,0,0,0,0
ALACHUA,2016,9,2,9/2/2016,0:30,EST-5,Tropical Storm,0,0,0,0
FLAGLER,2016,9,13,9/13/2016,0:00,EST-5,Tropical Storm,0,0,0,0
ST. JOHNS,2016,9,13,9/13/2016,0:00,EST-5,Tropical Storm,0,0,0,0
INLAND DUVAL,2016,9,13,9/13/2016,0:00,EST-5,Tropical Storm,0,0,0,0
CLAY,2016,9,13,9/13/2016,0:00,EST-5,Tropical Storm,0,0,0,0
COASTAL DUVAL,2016,9,13,9/13/2016,0:00,EST-5,Tropical Storm,0,0,0,0
COASTAL NASSAU,2016,9,13,9/13/2016,0:00,EST-5,Tropical Storm,0,0,0,0
ALACHUA,2016,10,6,10/6/2016,7:00,EST-5,Tropical Storm,0,0,0,0
COASTAL NASSAU,2016,10,6,10/6/2016,7:00,EST-5,Tropical Storm,0,0,1.00E+07,0
CLAY,2016,10,6,10/6/2016,7:00,EST-5,Tropical Storm,0,0,0,0
COASTAL DUVAL,2016,10,6,10/6/2016,7:00,EST-5,Tropical Storm,0,0,0,0
PUTNAM,2016,10,6,10/6/2016,7:00,EST-5,Tropical Storm,1,0,0,0
BAKER,2016,10,6,10/6/2016,7:00,EST-5,Tropical Storm,0,0,0,0
BRADFORD,2016,10,6,10/6/2016,7:00,EST-5,Tropical Storm,0,0,0,0
COLUMBIA,2016,10,6,10/6/2016,7:00,EST-5,Tropical Storm,0,0,0,0
FLAGLER,2016,10,6,10/6/2016,7:00,EST-5,Tropical Storm,0,0,7.30E+07,0
MARION,2016,10,6,10/6/2016,7:00,EST-5,Tropical Storm,0,0,0,0
INLAND DUVAL,2016,10,6,10/6/2016,7:00,EST-5,Tropical Storm,0,0,0,0
ST. JOHNS,2016,10,6,10/6/2016,7:00,EST-5,Tropical Storm,0,0,2.00E+09,0
COASTAL PALM BEACH COUNT...,2016,10,6,10/6/2016,13:00,EST-5,Tropical Storm,0,0,1330000,0
POLK,2016,10,6,10/6/2016,13:27,EST-5,Tropical Storm,0,0,0,0
INLAND LEE,2016,10,6,10/6/2016,14:02,EST-5,Tropical Storm,0,0,0,0
COASTAL MANATEE,2016,10,6,10/6/2016,14:56,EST-5,Tropical Storm,0,0,0,0
COASTAL MANATEE,2016,10,6,10/6/2016,15:02,EST-5,Tropical Storm,0,0,0,0
COASTAL MANATEE,2016,10,6,10/6/2016,15:07,EST-5,Tropical Storm,0,0,0,0
COASTAL LEE,2016,10,6,10/6/2016,15:10,EST-5,Tropical Storm,0,0,0,0
MARTIN,2016,10,6,10/6/2016,20:00,EST-5,Tropical Storm,0,0,175000,0
ST. LUCIE,2016,10,6,10/6/2016,20:00,EST-5,Tropical Storm,0,0,0,0
POLK,2016,10,7,10/7/2016,1:04,EST-5,Tropical Storm,0,0,0,0
PINELLAS,2016,10,7,10/7/2016,2:06,EST-5,Tropical Storm,0,0,0,0
PINELLAS,2016,10,7,10/7/2016,2:20,EST-5,Tropical Storm,0,0,0,0
POLK,2016,10,7,10/7/2016,2:29,EST-5,Tropical Storm,0,0,0,0
COASTAL HILLSBOROUGH (ZO...,2016,10,7,10/7/2016,10:31,EST-5,Tropical Storm,0,0,0,0
PINELLAS,2016,10,7,10/7/2016,10:54,EST-5,Tropical Storm,0,0,0,0
POLK,2016,10,7,10/7/2016,11:44,EST-5,Tropical Storm,0,0,0,0
COASTAL HERNANDO,2016,10,7,10/7/2016,12:15,EST-5,Tropical Storm,0,0,0,0
SUMTER,2016,10,7,10/7/2016,12:51,EST-5,Tropical Storm,0,0,35000,0
INLAND CITRUS,2016,10,7,10/7/2016,14:05,EST-5,Tropical Storm,0,0,0,0
COASTAL PASCO,2016,10,7,10/7/2016,16:00,EST-5,Tropical Storm,0,0,5000,0
INLAND PASCO,2016,10,7,10/7/2016,16:00,EST-5,Tropical Storm,0,0,10000,0
COASTAL SARASOTA,2017,7,31,7/31/2017,12:00,EST-5,Tropical Storm,0,0,0,0
COASTAL MANATEE,2017,7,31,7/31/2017,12:00,EST-5,Tropical Storm,0,0,0,0
PINELLAS,2017,7,31,7/31/2017,12:00,EST-5,Tropical Storm,0,0,0,0
COASTAL CHARLOTTE,2017,7,31,7/31/2017,14:00,EST-5,Tropical Storm,0,0,150000,0
POLK,2017,7,31,7/31/2017,14:00,EST-5,Tropical Storm,0,0,0,0
INLAND HILLSBOROUGH (ZON...,2017,7,31,7/31/2017,14:00,EST-5,Tropical Storm,0,0,0,0
METROPOLITAN MIAMI-DADE ...,2017,9,9,9/9/2017,9:00,EST-5,Tropical Storm,0,0,0,2.55E+08
COASTAL MIAMI-DADE COUNT...,2017,9,9,9/9/2017,9:00,EST-5,Tropical Storm,0,0,0,245000
COASTAL BROWARD COUNTY (...,2017,9,9,9/9/2017,12:00,EST-5,Tropical Storm,0,0,0,0
METRO BROWARD COUNTY (ZO...,2017,9,9,9/9/2017,15:00,EST-5,Tropical Storm,1,0,0,0
METRO PALM BEACH COUNTY ...,2017,9,9,9/9/2017,17:00,EST-5,Tropical Storm,0,0,3.00E+08,0
COASTAL PALM BEACH COUNT...,2017,9,9,9/9/2017,17:00,EST-5,Tropical Storm,0,0,0,0
INLAND BROWARD COUNTY (Z...,2017,9,9,9/9/2017,22:00,EST-5,Tropical Storm,0,0,0,0
INLAND PALM BEACH COUNTY...,2017,9,10,9/10/2017,5:00,EST-5,Tropical Storm,0,0,0,0
COASTAL DUVAL,2017,9,10,9/10/2017,5:21,EST-5,Tropical Storm,0,0,0,0
INLAND DUVAL,2017,9,10,9/10/2017,5:21,EST-5,Tropical Storm,0,0,0,0
ST. LUCIE,2017,9,10,9/10/2017,6:00,EST-5,Tropical Storm,0,0,2.50E+07,0
COASTAL NASSAU,2017,9,10,9/10/2017,7:00,EST-5,Tropical Storm,0,0,0,0
HENDRY,2017,9,10,9/10/2017,7:00,EST-5,Tropical Storm,0,0,0,0
ST. JOHNS,2017,9,10,9/10/2017,7:23,EST-5,Tropical Storm,0,0,0,0
GLADES,2017,9,10,9/10/2017,8:00,EST-5,Tropical Storm,0,0,0,0
FLAGLER,2017,9,10,9/10/2017,8:46,EST-5,Tropical Storm,0,0,0,0
BRADFORD,2017,9,10,9/10/2017,9:35,EST-5,Tropical Storm,0,0,4.00E+06,0
GILCHRIST,2017,9,10,9/10/2017,11:00,EST-5,Tropical Storm,0,0,0,0
COLUMBIA,2017,9,10,9/10/2017,12:00,EST-5,Tropical Storm,0,0,0,0
UNION,2017,9,10,9/10/2017,12:00,EST-5,Tropical Storm,0,0,0,0
BAKER,2017,9,10,9/10/2017,12:00,EST-5,Tropical Storm,0,0,0,0
CLAY,2017,9,10,9/10/2017,12:00,EST-5,Tropical Storm,0,0,0,0
VOLUSIA,2017,9,10,9/10/2017,14:00,EST-5,Tropical Storm,0,0,3.32E+08,0
MARTIN,2017,9,10,9/10/2017,14:00,EST-5,Tropical Storm,0,0,4300000,0
BREVARD,2017,9,10,9/10/2017,14:00,EST-5,Tropical Storm,0,0,3.00E+07,0
INDIAN RIVER,2017,9,10,9/10/2017,14:00,EST-5,Tropical Storm,0,0,1500000,0
OKEECHOBEE,2017,9,10,9/10/2017,16:00,EST-5,Tropical Storm,0,0,1.57E+08,0
OSCEOLA,2017,9,10,9/10/2017,17:00,EST-5,Tropical Storm,0,0,1.00E+08,0
ORANGE,2017,9,10,9/10/2017,17:00,EST-5,Tropical Storm,0,0,1.10E+08,0
SEMINOLE,2017,9,10,9/10/2017,18:00,EST-5,Tropical Storm,0,0,543200000,0
LAKE,2017,9,10,9/10/2017,18:00,EST-5,Tropical Storm,0,0,36500000,0
INLAND PASCO,2017,9,10,9/10/2017,20:00,EST-5,Tropical Storm,0,0,3.00E+06,7300000
SUMTER,2017,9,10,9/10/2017,20:00,EST-5,Tropical Storm,0,0,18880000,0
COASTAL HERNANDO,2017,9,10,9/10/2017,21:00,EST-5,Tropical Storm,0,0,5.00E+05,0
ALACHUA,2017,9,10,9/10/2017,21:15,EST-5,Tropical Storm,0,0,0,0
MARION,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,0,0
INLAND TAYLOR,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,1500000,0
LIBERTY,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,50000,0
WASHINGTON,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,50000,0
SOUTH WALTON,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,5000,0
NORTH WALTON,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,5000,0
MADISON,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,2.00E+06,0
LEON,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,7500000,0
LAFAYETTE,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,3.00E+06,0
JACKSON,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,250000,0
INLAND WAKULLA,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,1.00E+06,0
INLAND JEFFERSON,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,9.00E+05,0
INLAND GULF,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,25000,0
INLAND FRANKLIN,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,250000,0
INLAND DIXIE,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,7.00E+06,0
INLAND BAY,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,37000,0
HOLMES,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,50000,0
GADSDEN,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,50000,0
COASTAL WAKULLA,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,1.00E+06,0
COASTAL TAYLOR,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,1500000,0
COASTAL JEFFERSON,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,1.00E+05,0
COASTAL GULF,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,25000,0
COASTAL FRANKLIN,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,750000,0
COASTAL DIXIE,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,5.00E+05,0
COASTAL BAY,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,38000,0
CENTRAL WALTON,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,5000,0
CALHOUN,2017,9,10,9/10/2017,22:00,EST-5,Tropical Storm,0,0,50000,0
INLAND HERNANDO,2017,9,10,9/10/2017,23:00,EST-5,Tropical Storm,0,0,6.00E+05,6.00E+05
UNION,2017,9,10,9/10/2017,23:00,EST-5,Tropical Storm,0,0,0,0
INLAND CITRUS,2017,9,10,9/10/2017,23:00,EST-5,Tropical Storm,0,0,2950000,0
COASTAL CITRUS,2017,9,10,9/10/2017,23:00,EST-5,Tropical Storm,0,0,2950000,0
PUTNAM,2017,9,11,9/11/2017,0:55,EST-5,Tropical Storm,0,0,0,0
COASTAL LEVY,2017,9,11,9/11/2017,1:00,EST-5,Tropical Storm,0,0,130000,0
INLAND LEVY,2017,9,11,9/11/2017,1:00,EST-5,Tropical Storm,0,0,130000,0
ESCAMBIA COASTAL,2017,10,7,10/7/2017,17:00,CST-6,Tropical Storm,0,0,0,0
SANTA ROSA COASTAL,2017,10,7,10/7/2017,17:00,CST-6,Tropical Storm,0,0,0,0
OKALOOSA COASTAL,2017,10,7,10/7/2017,17:00,CST-6,Tropical Storm,0,0,0,0
COASTAL GULF,2017,10,8,10/8/2017,1:00,EST-5,Tropical Storm,0,0,0,0
COASTAL BAY,2017,10,8,10/8/2017,1:00,EST-5,Tropical Storm,0,0,10000,0
INLAND BAY,2017,10,8,10/8/2017,1:00,EST-5,Tropical Storm,0,0,10000,0
WASHINGTON,2017,10,8,10/8/2017,1:00,EST-5,Tropical Storm,0,0,10000,0
HOLMES,2017,10,8,10/8/2017,1:00,EST-5,Tropical Storm,0,0,10000,0
CENTRAL WALTON,2017,10,8,10/8/2017,1:00,EST-5,Tropical Storm,0,0,10000,0
NORTH WALTON,2017,10,8,10/8/2017,1:00,EST-5,Tropical Storm,0,0,10000,0
SOUTH WALTON,2017,10,8,10/8/2017,1:00,EST-5,Tropical Storm,0,0,10000,0
HIGHLANDS,2018,5,27,5/27/2018,10:15,EST-5,Tropical Storm,0,0,0,0
PINELLAS,2018,5,27,5/27/2018,16:28,EST-5,Tropical Storm,0,0,0,0
INLAND WAKULLA,2018,5,28,5/28/2018,10:00,EST-5,Tropical Storm,0,0,0,0
CENTRAL WALTON,2018,5,28,5/28/2018,10:00,EST-5,Tropical Storm,0,0,0,0
SOUTH WALTON,2018,5,28,5/28/2018,10:00,EST-5,Tropical Storm,0,0,0,0
NORTH WALTON,2018,5,28,5/28/2018,10:00,EST-5,Tropical Storm,0,0,0,0
COASTAL BAY,2018,5,28,5/28/2018,10:00,EST-5,Tropical Storm,0,0,0,0
INLAND BAY,2018,5,28,5/28/2018,10:00,EST-5,Tropical Storm,0,0,0,0
WASHINGTON,2018,5,28,5/28/2018,10:00,EST-5,Tropical Storm,0,0,0,0
HOLMES,2018,5,28,5/28/2018,10:00,EST-5,Tropical Storm,0,0,0,0
JACKSON,2018,5,28,5/28/2018,10:00,EST-5,Tropical Storm,0,0,0,0
CALHOUN,2018,5,28,5/28/2018,10:00,EST-5,Tropical Storm,0,0,0,0
INLAND GULF,2018,5,28,5/28/2018,10:00,EST-5,Tropical Storm,0,0,0,0
COASTAL GULF,2018,5,28,5/28/2018,10:00,EST-5,Tropical Storm,0,0,0,0
LIBERTY,2018,5,28,5/28/2018,10:00,EST-5,Tropical Storm,0,0,0,0
COASTAL WAKULLA,2018,5,28,5/28/2018,10:00,EST-5,Tropical Storm,0,0,0,0
COASTAL BROWARD COUNTY (...,2018,9,2,9/2/2018,23:59,EST-5,Tropical Storm,0,0,0,0
METROPOLITAN MIAMI-DADE ...,2018,9,3,9/3/2018,8:13,EST-5,Tropical Storm,0,0,0,0
METRO BROWARD COUNTY (ZO...,2018,9,3,9/3/2018,8:18,EST-5,Tropical Storm,0,0,0,0
MONROE/UPPER KEYS,2018,9,3,9/3/2018,8:32,EST-5,Tropical Storm,0,0,500,0
INLAND MIAMI-DADE,2018,9,3,9/3/2018,9:31,EST-5,Tropical Storm,0,0,0,0
ESCAMBIA COASTAL,2018,9,4,9/4/2018,17:00,CST-6,Tropical Storm,1,0,0,0
CENTRAL WALTON,2018,10,10,10/10/2018,5:00,EST-5,Tropical Storm,0,0,33000,0
COASTAL DIXIE,2018,10,10,10/10/2018,5:00,EST-5,Tropical Storm,0,0,50000,0
INLAND DIXIE,2018,10,10,10/10/2018,5:00,EST-5,Tropical Storm,0,0,50000,0
LAFAYETTE,2018,10,10,10/10/2018,5:00,EST-5,Tropical Storm,0,0,1.00E+05,0
COASTAL TAYLOR,2018,10,10,10/10/2018,5:00,EST-5,Tropical Storm,0,0,50000,0
INLAND TAYLOR,2018,10,10,10/10/2018,5:00,EST-5,Tropical Storm,0,0,50000,0
MADISON,2018,10,10,10/10/2018,5:00,EST-5,Tropical Storm,0,0,1.00E+05,0
COASTAL JEFFERSON,2018,10,10,10/10/2018,5:00,EST-5,Tropical Storm,0,0,10000,0
INLAND JEFFERSON,2018,10,10,10/10/2018,5:00,EST-5,Tropical Storm,0,0,90000,0
HOLMES,2018,10,10,10/10/2018,5:00,EST-5,Tropical Storm,0,0,250000,0
SOUTH WALTON,2018,10,10,10/10/2018,5:00,EST-5,Tropical Storm,0,0,33000,0
NORTH WALTON,2018,10,10,10/10/2018,5:00,EST-5,Tropical Storm,0,0,33000,0
OKALOOSA COASTAL,2018,10,10,10/10/2018,12:00,CST-6,Tropical Storm,0,0,0,0
OKALOOSA INLAND,2018,10,10,10/10/2018,12:00,CST-6,Tropical Storm,0,0,0,0
BREVARD,2019,9,1,9/1/2019,8:00,EST-5,Tropical Storm,0,0,0,0
COASTAL PALM BEACH COUNT...,2019,9,3,9/3/2019,2:00,EST-5,Tropical Storm,0,0,0,0
INDIAN RIVER,2019,9,3,9/3/2019,2:00,EST-5,Tropical Storm,0,0,0,0
VOLUSIA,2019,9,3,9/3/2019,15:00,EST-5,Tropical Storm,0,0,0,0
COASTAL FLAGLER,2019,9,4,9/4/2019,3:00,EST-5,Tropical Storm,0,0,0,0
COASTAL DUVAL,2019,9,4,9/4/2019,10:47,EST-5,Tropical Storm,0,0,1.00E+07,0
COASTAL ST. JOHNS,2019,9,4,9/4/2019,12:15,EST-5,Tropical Storm,0,0,0,0
COASTAL NASSAU,2019,9,4,9/4/2019,13:26,EST-5,Tropical Storm,0,0,0,0
INLAND TAYLOR,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
INLAND JEFFERSON,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
INLAND GULF,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
INLAND FRANKLIN,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
INLAND DIXIE,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
INLAND BAY,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
HOLMES,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
GADSDEN,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
COASTAL WAKULLA,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
COASTAL TAYLOR,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
COASTAL JEFFERSON,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
COASTAL GULF,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
COASTAL FRANKLIN,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
COASTAL DIXIE,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
COASTAL BAY,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
CENTRAL WALTON,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
CALHOUN,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
WASHINGTON,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
SOUTH WALTON,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
NORTH WALTON,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
MADISON,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
LIBERTY,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
LEON,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
LAFAYETTE,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
JACKSON,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
INLAND WAKULLA,2019,10,19,10/19/2019,5:00,EST-5,Tropical Storm,0,0,0,0
COASTAL PALM BEACH COUNT...,2020,8,1,8/1/2020,1:00,EST-5,Tropical Storm,0,0,0,0
MARTIN,2020,8,2,8/2/2020,3:00,EST-5,Tropical Storm,0,0,0,0
ST. LUCIE,2020,8,2,8/2/2020,3:00,EST-5,Tropical Storm,0,0,0,0
COASTAL ST. JOHNS,2020,8,2,8/2/2020,4:00,EST-5,Tropical Storm,0,0,0,0
COASTAL FLAGLER,2020,8,2,8/2/2020,4:00,EST-5,Tropical Storm,0,0,0,0
COASTAL NASSAU,2020,8,2,8/2/2020,4:00,EST-5,Tropical Storm,0,0,0,0
COASTAL DUVAL,2020,8,2,8/2/2020,4:00,EST-5,Tropical Storm,0,0,0,0
INDIAN RIVER,2020,8,2,8/2/2020,7:00,EST-5,Tropical Storm,0,0,0,0
BREVARD,2020,8,2,8/2/2020,10:00,EST-5,Tropical Storm,0,0,0,0
MONROE/LOWER KEYS,2020,8,24,8/24/2020,8:00,EST-5,Tropical Storm,0,0,2500,0
SANTA ROSA COASTAL,2020,9,15,9/15/2020,14:00,CST-6,Tropical Storm,0,0,115800000,3.00E+07
OKALOOSA INLAND,2020,9,15,9/15/2020,14:00,CST-6,Tropical Storm,0,0,0,0
OKALOOSA COASTAL,2020,9,15,9/15/2020,14:00,CST-6,Tropical Storm,0,0,17320000,3.00E+07
SANTA ROSA INLAND,2020,9,15,9/15/2020,14:00,CST-6,Tropical Storm,0,0,0,0
CENTRAL WALTON,2020,9,16,9/16/2020,14:00,EST-5,Tropical Storm,0,0,0,0
JACKSON,2020,9,16,9/16/2020,14:00,EST-5,Tropical Storm,0,0,0,0
CALHOUN,2020,9,16,9/16/2020,14:00,EST-5,Tropical Storm,0,0,0,0
INLAND GULF,2020,9,16,9/16/2020,14:00,EST-5,Tropical Storm,0,0,0,0
COASTAL BAY,2020,9,16,9/16/2020,14:00,EST-5,Tropical Storm,0,0,0,0
